reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A1SQW9H85UVYNU,B000050B6U,izzy,"[0, 0]","Heats fast. curls well, and doesn't grab or snag my hair. I like the circular dial design of the heat control. The only thing to keep in mind is the little metal kick stand heats up along with the iron, so if you plan to move it out of the way to curl your hair, be careful!",5.0,Great iron,1380672000,"10 2, 2013"
AR7ODCG57VKFT,B000050B6U,Kate BK,"[0, 0]","I was pleasantly surprised. The Iron curled the hair very nicely and the price is unbeatable. I got it here for 10$ and in stores, it's like 16$.",5.0,very good Iron!,1332806400,"03 27, 2012"
AFUTF08TQFSGY,B000050B6U,laila,"[0, 0]","My hair is super straight and thin. It also doesn't take heat very well. What's so great about this curler is the adjustable heat settings. 7 works great for me and I just hold it there for ten seconds. Not only that but the curls actually stay. Most times, they go wavy after the first 30 minutes, no matter how long I hold it on for. But with this it lasted me two hours. I'm so impressed and especially for the price. You cannot beat that.",5.0,Works great for slick Asian hair,1390089600,"01 19, 2014"
A1H2M09FY6B9LR,B000050B6U,Lynz,"[3, 3]","I absolutely love this conair instant heat curling iron!  I ordered it on amazon because of the great price. It did not come in the packaging I'm used to seeing in stores but figured it may have just changed since my last curling iron purchase (last year).  The first time I used it it worked great.  The second it kept turning off or shorting out on me.  I changed outlets and still the problem continued.I would recommend this curling iron to a friend but perhaps not through the internet.I re-ordered thinking it was just a defective one and the second time, it wouldn't even heat up enough to hold a curl.  I think Conair has changed it's product and I will not buy again.",1.0,Used it only twice!,1360108800,"02 6, 2013"
A339O8ZW72WHZ0,B000050B6U,Mary O'shea,"[0, 0]",This is perfect. It gets really hot and keeps the curl. It cam e really fast as well. I would say get one,5.0,Iron,1398816000,"04 30, 2014"
A285W83NMJ5W8W,B000050B6U,Megan Davis,"[0, 0]","I wish I had gotten a 1 1/2&#34; iron because I do love this iron, but I like larger barrels.",5.0,Makes great curls,1380585600,"10 1, 2013"
A27DNSEA1L04L2,B000050B6U,Micaela,"[0, 0]","Bought this for my niece, I haven't heard anything negative about this item, so I guess it is working well.",4.0,Gift for Niece,1355356800,"12 13, 2012"
A2DGK3VPJXWT22,B000050B6U,mistershmi,"[0, 0]",My wife really likes conair. She had a smaller one (i believe a 1/3 or 3/4 inch curler) that has lasted years and years so we hope the same for this model.,5.0,For the wife,1399420800,"05 7, 2014"
A3PHEK78LJRZLW,B000050B6U,mrsdmr,"[0, 0]","I'm a disabled person and have to have someone else do my hair for me. As i would really like to be able to do it myself, I find it disturbing that some helpers have no idea how to use this.  So que sera,sera. What can I do,but hope someone will know.",4.0,Good curling iron,1382400000,"10 22, 2013"
A1YSVN7EBQZ5XT,B000050B6U,Nani,"[0, 0]",Tried it on my granddaughter to test it out and it works fine.  I need to wait until my hair grows out a bit to use it.  Think it's easier to use on long hair.,5.0,Works well,1377734400,"08 29, 2013"
A22CW0ZHY3NJH8,B000050B6U,Noname,"[0, 0]","I asked my husband to go out and get me a curling iron with a fat barrel and this is what he got me. It has a large barrel, it heats up extremely quickly, and it has automatic shut-off. Those are some definite pluses, but there are a few things that bother me. The barrel is short compared to my other curling irons. The stand gets in the way, though I can fold it back; and the the way the handle is designed, it's not comfortable to hold. I accidentally change the heat settings just trying to curl my bangs.It works, but all the little details make this my least desirable curling iron of all time.",2.0,"Heats up quickly, but I don't like it",1372896000,"07 4, 2013"
AR18PHLJDG19R,B000050B6U,notatechfan,"[0, 0]","I needed a 1/2 inch curling iron and this one works just fine for my needs.  I have one of the same model in the one inch and I liked it, so ordered the same model in the smaller size.  I like that it turns itself off after a certain period of time because I often forget to do so.  I also like that you can adjust the heat or strength of curl.  I have had many Conair products over the years and have been satisfied with all of them.",4.0,Works fine,1376784000,"08 18, 2013"
A235ZXW80ILN9R,B000050B6U,patrian,"[0, 0]","I really enjoy this curling iron, it is really fast to use and my curls stay all day. I have to mention that my hair is not curly, but not straight, still pretty easy to shape. The curler is really easy to use, heats up quickly and it was only 10 dollars. I would definitely buy this again.",5.0,Great curling iron!,1325203200,"12 30, 2011"
ABAHRPQTOEP8L,B000050B6U,Patricia Manos,"[0, 0]",Great curling iron!  It heats up very fast and can heat up very hot.  You can't beat it for the price.Wish the cord was a little longer but that's easily fixed with an extension cord.Just as good if not better then the expensive one I previously had.,5.0,Great curling iron!,1384387200,"11 14, 2013"
AYSJCU3AUITYP,B000050B6U,RevCali,"[0, 0]","It does it's job, heats up quickly, and creates beautiful curls/waves. Definitely recommend it, especially given its wonderful price. I have average hair and use the iron at heat setting 17.",5.0,LOVE this curling iron!,1361491200,"02 22, 2013"
A3ACCVELQ149WV,B000050B6U,Rosie,"[0, 0]","Instant Heat Curling Iron, 1 1/2-Inch it work",5.0,"Instant Heat Curling Iron,",1404000000,"06 29, 2014"
AWXNJ01KHLU3B,B000050B6U,Sannam,"[0, 0]",This product deserves 5 stars!It curls my hair perfectly and you can set the temperature of heat that you want.It gives nice curls =],5.0,I love this Curling Iron!,1359676800,"02 1, 2013"
A9JG8QKH3NWFJ,B000050B6U,Sara,"[2, 2]","This is the first curling iron i ever used.. and i am not planning to purchase anything else.I had a problem with the Auto on/off button at the beginning since my hand kept on pushing it by mistake, but now that i know the proper way of holding it it doesn't bother me much.i use a heat protectant so i didn't notice any damage to my hair, on the contrary, my curls ended up being soft and shiny!",5.0,Loved it!,1346025600,"08 27, 2012"
A2FOR1IJSX76LQ,B000050B6U,Sly,"[1, 1]",~A great deal and super fast shipping. It's amazing how fast it heats up. And it gets very hot on high.,5.0,As described,1358899200,"01 23, 2013"
A77L8C71G9XMK,B000050B6U,Stella,"[0, 0]",This is a nice curling iron. It has different settings but I only use one or two.  It works great. Nice choice.,5.0,"Works great. Thank you. Arrived soon, well packed.",1373846400,"07 15, 2013"
A4NV7E4LLOYON,B000050B6U,susana herrera,"[0, 0]","its easy to use, the waves last all day, very good quality for the price, i really recomend this curling iron",5.0,just what i needed,1390694400,"01 26, 2014"
A3E7FX6I0T8PCR,B000050B6U,"Tajanator ""Tajanator""","[1, 1]","I got this thinking it would make large curls, but my hair is too long and straight for any curls this iron produces, to stay.  I should have remembered that large curls just don't stay like small ones on my hair type.  BUT I got something even better that I wasn't expecting.... I use large hot rollers to sometimes add body to my hair and give it a slight wave.  That is what this curler does for me now.  I love it.",5.0,Perfect for the very slight wave that hot rollers would grant you.,1391817600,"02 8, 2014"
A4SOY5CTY9W2Q,B000050B6U,theuserb,"[1, 1]","This is a great price for a great curling iron. The cord is nice and long, there are several heating settings, and it heats up faster than you can pick it up off the counter (okay not that fast, but you won't even feel like you had to wait for it). It gets the job done, and I honestly don't see why most people would need anything fancier.",5.0,"No frills, heats quickly",1353974400,"11 27, 2012"
A1R3CO2XPML10H,B000050B6U,"Tiffany Sandell ""Tiffany S""","[0, 1]",It won't curl my hair. I set it at 15 and I wait and wait and wait and my hair falls flat. My hair can curl with curling irons but not this one!,1.0,Complete junk,1329350400,"02 16, 2012"
A1VN0LUQERNCR1,B000050B6U,"V. Orozco ""Vero""","[1, 2]",I have long hair & I curl the ends everyday for work. This curling iron is the perfect size & price!,5.0,The BEST!,1355011200,"12 9, 2012"
A1EQL66CVJ80SP,B000050B6U,"xFiendFyre ""Farrah""","[4, 5]","Okay, I'll admit that I'm not extremely good at curling my hair for some reason. I can't tell if it's just lack of talent on my part, or if my hair just won't have any of it. Anyway, with this curling iron my hair actually holds a curl, and holds it well. They don't look perfect - which may be my fault - but I've tried a few curling irons and so far I've seen the best result come from this one.",4.0,Best I've used so far,1318204800,"10 10, 2011"
A1AJA5SWVOX28E,B000050B6U,Yao Lu,"[0, 0]","Well... for something this cheap I would say it is good for a quick fix, heats up properly and... I guess it is pretty good.",3.0,Okay,1356912000,"12 31, 2012"
AJ7NR31ZL4CBI,B000052WY7,Carla,"[0, 0]","There's no way of sharpening this!  And though it is packaged and encased well, it's not a product I would buy again.  I will just stick with what works: the brow pencil.",3.0,Don't take the brow-beating!,1386115200,"12 4, 2013"
AK78LWNKUAG3M,B000052WY7,Gigi,"[0, 0]",Great standard beauty product that you can't beat! This is one product to order while the new ones fall by the wayside.,5.0,Faithful favorite,1380499200,"09 30, 2013"
A2DG0MT6A0EYXI,B000052WY7,J. Maughan,"[0, 0]",The pencil part is so hard I cannot line the rim of my eyes at all and it's also difficult to use it on my eyelids. It's fine for the eyebrow if that's all you want it for.,2.0,almost unusuable,1387670400,"12 22, 2013"
A2QE9FT13SXK92,B000052WY7,"LAVENDER ""P. S.""","[2, 3]","i orderd 4  at first,then i think  few more,Did you know.. im 60 years old & been wearing these from day one?  YEP !!!!!they stayed on getting me threw a divorce crying,there Water proof for sure  LOLThese are the best.i can't remember the year they came out,but i tell ya,  i was almost the first one to try it out & loved it & nothing eles since then !!i suppose theres others out there,but AGAIN, have to look & buy & try it out  GrrrrThese Im buying should last  Ummmm  Hopefully a year?kinda doubt  it as i wear make up every single day,i have to fill in my brows  as i used to shave them years ago  haaathey don't look to bad now,  LOLits just im used to USING  Eye liners for a great Look !!Why in the world r they leaving  ?",5.0,I CANT BELIVE THERE CLOSING OUT !!!!!!!!,1371254400,"06 15, 2013"
ARGDPRYFGTAVS,B000052WY7,"Patricia Fulda ""Pat's Project""","[0, 0]","Even though I brought this in Medium Brown, it has such a fine point that I can use it with my (somewhat gray; I'm 68) eyebrows. I don't use eyeliner (I use fancy eyelid gel makeup), but I have used pencil eyeliner in the past and this is one of the best on the market!",5.0,Fantastic Brow Enhancer,1364083200,"03 24, 2013"
A17091PGI79VF6,B000052WYD,Adrian,"[0, 1]",I bought this product at local drug store... It is a disappointment...Cheap and does not cover my under eye circle or any other spot. It is so dry... very difficult to blend with skin...,3.0,Not good,1327622400,"01 27, 2012"
AF6EHFR0RBGHT,B000052WYD,Alice N.,"[0, 0]",I got he right color and can just use it when im in a hurry instead of doing the full process my make up routine.,5.0,great,1373328000,"07 9, 2013"
A2JU3R4WD74388,B000052WYD,Alicia,"[1, 1]","It's okay however it's very light coverage, so if your looking for medium or full coverage look elsewhere. They don't give very much product, I've had mine for a month and it's almost gone. I only do my makeup 2-3 times a week, so it's a good product if you don't plan on using it very often.",3.0,not enough,1375920000,"08 8, 2013"
A12LN1UTGCPU4R,B000052WYD,Amazon Customer,"[0, 0]","I can't find this in the stores.  My skin is so fair, I use white for conceler and highlights.  This is perfect",5.0,hard to find,1360195200,"02 7, 2013"
A1VJCR1AJRFJJ7,B000052WYD,Amazon Customer,"[0, 1]","This is not doing the job I thought it would.  Should an emergency occur I may try it again, but to date it has fallen below my expectations.It is hard to apply to the actual area where it is needed and seems only to want to cover (and stick to) unblemished skin... which is kind of useless.",2.0,Doesn't seem to work,1401580800,"06 1, 2014"
A4DIVP0NEQDA3,B000052WYD,Amazon Customer,"[1, 1]","This product met my needs for Upper Lip shadow. I found it to be non oily, easy to smooth over skin and light on skin. You will need to use a press power for your skin tone after applying the concealer. Very please with the results.",5.0,Magic Stick for Upper Lip Shadow,1386806400,"12 12, 2013"
AFLIU4A1AS7PE,B000052WYD,Andrew Blumfield,"[8, 10]","I picked up this concealer to cover up acne, blemishes, pimples, the works.  I was trying to decided between this one and the light one but decided to go with this one as the green is supposed to cancel out the redness.  This stick concealer is near impossible to blend to a nice finish and it leaves a sticky and waxy residue on your skin. As to no surprise, the packaging is just as flawed as the product itself.  Within a week of using this product the concealer stuck to the top of the tube and I couldn't get it out.  Ick!",1.0,Must Have Been Made for the Wicked Witch of the West...,1339977600,"06 18, 2012"
A1E9VB5X00ITY4,B000052WYD,A Reader,"[0, 0]","I have tried lots of cover/concealer products, some costing 20x (seriously) more.  I keep coming back to Maybelline cover sticks because they really cover and coneal without settling into wrinkles.",5.0,Really covers.,1365033600,"04 4, 2013"
A2JEGR5ASS6OE3,B000052WYD,Baby girl,"[0, 0]","I wanted to be blown away by this concealer, but sadly I wasn't; don't get me wrong this concealer is good, I gave it 3 stars because first and foremost it's real sticky creamy consistency, after I applied it, it kept this wet sticky texture, I like the ones that don't stay wet like and sticky, plus it made me have a few pimples,  if your looking for a concealer that stays kinda damp then you will love this one, because all of us girls like different things, and one thing may work perfect for one of us may not work at all for someone else, ya know!",3.0,It's okay,1381363200,"10 10, 2013"
ADSCDY8LSLTCF,B000052WYD,"Barbara Bertini ""kitty""","[0, 0]",I have been using this product for years. It covers under eyes and makes your eyes look a lot bigger.  It also is great for covering up little imperfections on your face. I could not live without it.....,5.0,maybelline cover stick,1390780800,"01 27, 2014"
A3977OZLNA8LCB,B000052WYD,Carol Lynn,"[17, 17]",This really does cover under eye circles and redness but a little goes a long way. Since it's a thick cream stick you should mix in some moisture cream on your hand and smooth it on sparingly. Too much will look cakey and get into wrinkles. Just a very thin layer is best.,5.0,Excellent,1339545600,"06 13, 2012"
A18Z7ICRLVHBBP,B000052WYD,Catherine S.,"[3, 3]","I use this to cover up my red marks left after minor breakouts.  It really does make it possible to cover up the red marks.  I have very pale skin, and this green stick works great.  Awesome product!",5.0,Awesome!,1348185600,"09 21, 2012"
A3KUQ3M1O3L9DW,B000052WYD,"C. Hunter ""CH""","[0, 0]","I have been using this brand for over 10 years now and consider it a necessary part of my makeup routine. I use it for highlighting my nose bridge, under my eyes to even out the skin color, and around my lips as a base to set liner. I blend it in with a colored liquid foundation and it blends well. The stick holds up for months and months - I usually go through 1 a year.",5.0,A must have in my makeup kit,1347494400,"09 13, 2012"
A1EDK3T6KR171Z,B000052WYD,Cindy J. Marascola,"[0, 0]",Love this product. Using for several years.,5.0,Five Stars,1404518400,"07 5, 2014"
A2E50C4GOXL0E1,B000052WYD,Dale,"[1, 1]",Its kinda cakey under my foundation and doesn't blend well... its water proof to a point. i am not a fan. i gave it to my mom. she likes it.,3.0,Ok.....,1343779200,"08 1, 2012"
A2VQKJHIHMRDJG,B000052WYD,desiree ongley,"[0, 0]","this is my second time getting this i use it on my problem areas before i put on my foundation then i put on a different concealer afterwards, very close to my skin tone it is a bit to dark but once i blend it it looks fine. if you have dry skin this will accentuate that area. i used this when i had no primer and when i did have primer. i would say use primer, it will go on smoother and be easier to blend, with out it it did kind of look chalky. if you leave this in the heat it will break! happened to me with both of mine because my bathroom heater is on 24/7.",5.0,love it,1399248000,"05 5, 2014"
A1PD2IY2BKCMSA,B000052WYD,Eileen Beverly,"[0, 0]",It is very hard to blend in to your skin.  I have to add moisturizer to it in order to blend it in.  Will not buy again.,2.0,Does not spread in very well,1395187200,"03 19, 2014"
A1HEB1RHNOB4HK,B000052WYD,Gladys,"[0, 0]","I love this product. Have used this for years. Thank you Maybelline. And yes, I have used Maybelline for years.",5.0,product,1356739200,"12 29, 2012"
AQDKKTFH5XREM,B000052WYD,I. Finicle,"[4, 4]","I have had one tube of this for a couple of years now and JUST ran out. I am feeling very yucky without it.I only gave it 4 stars because the consistency could be a SMIDGE more creamy, but it has decent staying power.For those who say that it doesn't cover the dark circles under the eyes, you will need to 1st use a concealer that is a shade lighter than your face's skin color first (or closer to a salmon color) and then lightly add this to the top. Watch some videos on YouTube about 'highlighting' and you will find that this color is perfect for those highlighting areas on top of your base/ foundation and normal concealer.Maybe there are better versions of this in the 'fancier' brands, but I am returning to buy this one because I know it works and takes off 10 years when used under my eyes.",4.0,Great highlighter for under eyes and other 'highlighting' areas,1358208000,"01 15, 2013"
A1CB9JJ39HN1UR,B000052WYD,IM,"[0, 0]","Tried it light, tried to spread it well, tried to cover it with foundation.  My nose is still red.  I am a Rudolf this Christmas (and every Christmas before that)",3.0,Not sure how it i supposed to do what it's meant to do,1355356800,"12 13, 2012"
A23FLGGNVYEPQE,B000052WYD,Jamie,"[1, 2]","I'm no expert at beauty, so this is just one regular user's experience. However, I put it on and it stayed green, which had me worried. I blended it, and could see the blemish (red) peeking through, while the green remained stubbornly green. Given that it's a stick of concealer, it's a little insulting to think I did it wrong. Nevertheless, I removed it and tried again. Same result.So I went ahead and did my usual powder foundation/settling veil powder routine, and lo and behold - I could still see the blemish AND the green through my makeup.I'm not really sure what's going on. Perhaps I'm using the wrong color concealer? Either way, it really didn't behave or perform the way I expected or hoped it would. Good thing it was cheap because it has been sitting, unused in a drawer since day 1.",2.0,Not for me!,1359504000,"01 30, 2013"
AKMEY1BSHSDG7,B000052WYD,J. Arena,"[0, 0]","I purchased this product to conceal redness. Unfortunately, it cakes so much that it can't be blended. On any area where there is not a spot of redness, this product actually makes you look green. Just try to blend it -- if you can imagine trying to budge a layer of crayon mixed with cake frosting smoothly over your skin. Not happening. Also, the scent is a bit unattractive, almost like some kind of clay. Not for me.",1.0,Maybe for Halloween?,1384732800,"11 18, 2013"
A1GNYCXWR15YF9,B000052WYD,Karin,"[0, 0]","This cover stick is very useful to set the makeup, but does not completely cover blemishes, imperfections understand that it takes another kind and color of concealer according to the problem, but are very good products Maybelline",4.0,great product,1377043200,"08 21, 2013"
A28QU1UG32PYNV,B000052WYD,"Katie A. E. ""Words-at-war""","[4, 5]","I had been usingSheer Cover SHEERCOVER duo concealer LIGHT/MEDIUM 3gthat was gifted to me but when I ran out a couple of months ago, and didn't want to shell a load of money, I decided to try OTC versions.Overall, this version provides 'okay' coverage but it's not as dark as I'd consider 'Medium Beige'. It's more like Fair or light Beige. The product is creamy and blends well enough and it lasted for most of the day but I do have dry spots and it could end up looking flaky. I use a mineral or loose power over my foundation and concealed spots but it was a nightmare on any delicate areas where my fine lines exist, such as around the eyes, mouth, nose and even the chin area, made for a scary end result when using loose or mineral powder over it. In other words, the lines become more prominent and it looked really caky, especially under my eyes to cover the circles. It was obvious I was wearing concealer no matter where I was using it. It did best on the smoother planes of my face, just not in the spots I needed the coverage.The lipstick tube shape makes for an easy application and control, but that's all I really liked about it. Waterproof? Meh. For the price and results, I wasn't impressed and will throw out this one and try something new.",2.0,Not impressed.,1371427200,"06 17, 2013"
A3Q8YGI0NDH78K,B000052WYD,Kayla S.,"[0, 1]",This doesn't blend into the skin well and it don't seem to cover my redness any better than a regular concealer. If you use too much it also leaves a green hue to your face so you have to be very careful. I wouldn't recommend for large areas.,2.0,Not a fan,1399420800,"05 7, 2014"
A059547920Q3LZVFHLPI3,B000052WYD,Kendal,"[0, 0]",I use it for the red spots and acne on my face and it seems to help. It is cheap and works so I'm happy with the buy.,5.0,Good Buy,1383523200,"11 4, 2013"
A1XOQU117PKOHN,B000052WYD,Lai Saephan,"[0, 0]","Unless you have very fair skin, this concealer is to light for Asian color skin. It doesn't blend very well with your foundation and looks caky on your face.",2.0,"Unless you have very fair skin, this concealer is ...",1403827200,"06 27, 2014"
A10QJVO4NWCL74,B000052WYD,LucyintheSky,"[3, 7]",My Maybelline Coverstick Corrector/Concealer arrived early and in good condition.  It is a product I have used before and I am very satisfied with it.,5.0,Very satisfied with my purchase,1291075200,"11 30, 2010"
AT67ET6XVBMLO,B000052WYD,Luis Carlos Del Castillo,"[0, 0]","I wont get enough of this!this concealer Works so well for me, it has the right ammount of coverage that I want (I must say is a m&eacute;dium coverage) and doesnt melt in this high humid and hot whether where I live (North coast of Colombia)I highly recommend this.. but the only thing is that if you have dry skin, you might want to apply some moisturizing before using it.",5.0,sooooo good,1384732800,"11 18, 2013"
A23IRZULU0UWA9,B000052WYD,"MissCindyLouwho ""Cindy""","[0, 2]","So i was pretty excited that i got this in the mail, but seriously.....i think its just the color of mine, i don't know, not good cover stick... Received it sticking to the top...so basically it was broken when i opened it because of the air mail looks very pasty...very white i shall say...im never buying this product ever..",1.0,Cover stick...,1361404800,"02 21, 2013"
A29CFYFOGQIYBD,B000052WYD,"Patricia J. Tennies ""PJ""","[0, 1]","I have a lot of redness on my face, so I thought I would try this concealer.  It is so hard and dry that you pull your skin applying it, especially around the tender eye area.  It needs to be a bit creamer to be able to spread.  Maybe I got an old one??  Anyway, won't bother to buy this again.",1.0,Yuk!,1401408000,"05 30, 2014"
A3RZDS72H6UHI7,B000052WYD,Paula,"[1, 1]","Excellent cover, I am very happu with this product, it covers perfectly and lasts for almost all day! I will wait again!",5.0,"great!,",1367280000,"04 30, 2013"
A2DVCR7ITSBDUR,B000052WYD,"Rachel K ""Rachel K.""","[1, 1]","I have very fair, translucent skin and have always had issues with dark circles under my eyes.  I've used every concealer out there, but most only further exaggerate the dark circles and worsen the appearance of bags.  The good thing about this concealer is that it's extremely affordable and the yellow really does help neutralize the appearance of blue and purple veins under the eyes.  The bad news is that it appears cakey when applied under powdered mineral makeup, giving a chalk-like appearance.  This occurs even when the concealer is applied VERY lightly.  If you use a liquid makeup, this will probably not be an issue.  With other forms of makeup, it might not blend as well as you would like.  I still find it does a better job than the other concealers, so I still use a small amount of this and take some considerable time blending it with my foundation.",3.0,"Decent for Covering Dark Circles, but Doesn't Work Well under Powdered Makeup.",1375315200,"08 1, 2013"
AY6EFQW46SVU2,B000052WYD,rubysuehoy,"[0, 1]",Ok but am not using it.  Doesn't seem to cover the scar on my face like I thought it would.  Possibly my skin is to fair for it.  Just not satisfied.,2.0,OK,1369612800,"05 27, 2013"
A3QDZ7H08BLCJA,B000052WYD,sabughnaim,"[0, 0]","this is too pigmented. it corrects the redness well, and i top it with yellow concealor, but the GREEN SHOWS THROUGH. it looks alien-ish.",3.0,too green!,1358467200,"01 18, 2013"
A2URGBJ6XRUTMQ,B000052WYD,Samantha G.,"[0, 0]","At first you think it will feel heavy, but it doesn't.  I wear this over BB cream every day and it works wonders.  It is not full coverage, but not bad for a drug store product.  I get mine at stop and shop.",4.0,Impressed,1393718400,"03 2, 2014"
A10G2HJL0VSWET,B000052WYD,"Sarah B. Somerville ""Sarah S""","[0, 0]","Doesn't stay all day.. It's OK, but definitely not the best. Will not purchase again.I prefer physicians formula or cover girl.",3.0,Very light!,1400112000,"05 15, 2014"
A1Y1BX4MQAN6P5,B000052WYD,Shas,"[4, 4]","Im a WOC and I always wanted a yellow concealer for my under eye circles and I read the reviews and bought this one. The concealer by itself is really good quality, creamy texture, long stay,, good coverage plus in a convenient stick so u can just point n put. But honestly I gave it a number of tries and it just looked too pale on me, as in, less yellow more cream-white so it would show through even after blending and blending with my colour foundation. DOES NOT look good on me at all. I guess I'll have to find a proper yellow one in my country local brands, which cater to our skin colours. But that said, its a good product. I still use it for spot concealing.",3.0,Didnt really solve my purpose,1349308800,"10 4, 2012"
AOQZ84T71MF85,B000052WYD,Sher,"[2, 2]",I have very rosy and pulpy cheeks that I'm not a fan of. So I use this concealer everyday with my foundation to cover any redness that I may have. This is my seventh tube. I love it.,5.0,It's my favorite.,1374710400,"07 25, 2013"
A21TOLI6QZZN72,B000052WYD,sonia,"[0, 0]","Sometimes it's hard to find this kind at the stores,  It was much lower priced, and it does give a pretty good coverage.",4.0,"Maybelline new york cover stick concealer, medium beige, medium",1394236800,"03 8, 2014"
A2F09EWKV3MTO2,B000052WYD,StillWaters,"[0, 0]","Based on the reviews, I expected this to be a good concealer- I purchased the yellow corrector one for under eye circles. The yellow doesn't blend very well and it is sort of dry so it doesn't glide on easily. Compared to Cover Girl concealer sticks, this is an inferior product. The Cover Girl stick is much smoother and creamier.",3.0,Doesn't apply very well,1322524800,"11 29, 2011"
A38BYCK64K98TI,B000052WYD,"Susan  'paris girl' ""tall & tan~""","[0, 0]","This cover stick lightens under the eyes. it's not heavy, and it stays on. In the drug stores etc, I can't find the right color--but I found it here. YAY! What are you waiting for?",5.0,it's always what I've used b/c it works~,1392422400,"02 15, 2014"
ADMPGWBF0BC9W,B000052WYD,Suzanne,"[0, 0]","I use this under my eyes almost every day under my foundation/ helps to counteract purpley or blue dark circles. thick, pigmented and creamy but still blend-able but not too wet so it doesn't blend away, stays where I put it well.",4.0,great for undereye circles,1378166400,"09 3, 2013"
A4EIIO2XXLR61,B000052WYD,TASHA,"[0, 0]","AGAIN I FOUND WHAT WAS HARD TO FIND IN A STORE, GREAT PRICE, I HAVE USED THIS COVER STICK SINCE I WAS 18 YOA. WHEN MAX FACTOR WAS AROUND. TRY IT. NO REGRETS",5.0,WAR PAINT,1387670400,"12 22, 2013"
A96FRN3LGYUX9,B000052WYD,Taylor Kristine Litteral,"[1, 1]",this coverstick is white and it comes out good but it doesin't really cover anything up it just covers it and makes it white and its not a good undereye concealer because it doesin't coverup undereye circles that well its good for blemishes but not undereyes.,3.0,maybelline cover stick,1353456000,"11 21, 2012"
AEE64QQUQZ5XA,B000052WYD,Teresa,"[0, 0]",This is exactly what I expected. It is always a gamble ordering something like this without seeing it. It is a nice concealer and blends in well when I test it on my hand. I will write more when I actually use it under my eyes.,4.0,Nice Concealer,1348876800,"09 29, 2012"
A2CSGH74809T4R,B000052WYD,Theresa,"[0, 0]",My must have. Great for under eye circles. My top secret weapon that I need to buy every other month at least.,5.0,MUST HAVE,1391817600,"02 8, 2014"
A5A9N3HZT14KD,B000052WYD,Valentina Christine,"[2, 3]","I have absolutely horrible dark circles, far beyond the point of being concealed with any type or amount of makeup, but this product significantly reduces their discolored appearance.This looks pretty good and almost unnoticeable once blended out with my ring fingers. However, I really need a primer or something with this or it creases horribly. It feels sort of greasy and heavy when applied, but if you go easy with it and just make it last by spreading and blending, it works. It looks even better if applied under flesh-tone concealer or foundation.My main problem is that the packaging isn't entirely hygienic, at least if you put the stick right on your skin. It could spread bacteria and cause breakouts, so maybe use a small brush or something with it.",4.0,Not bad,1356393600,"12 25, 2012"
A29B2TOMJOUES3,B000052WYD,wordscapes,"[20, 20]","I think this product works wonders. I'm 62 and have uh,""mature"" skin  but I've been using this little yellow stick for over a decade. Covers, is not harsh, eliminate dark circles, can be used as a concealer and brightner. For the money, this can't be beat - wouldn't be without it!",5.0,Great little product for the money,1309910400,"07 6, 2011"
AXFWFTDCJVF7G,B000052WYD,Zoraida,"[0, 0]","I chose this product because is the best for me, there's nothing I don't like about this product; I will recommend this product for goung and middle age ladies out there....",5.0,My sunching..,1389139200,"01 8, 2014"
A3315AAN855HYG,B000052WYL,Alice G.,"[7, 7]","Oily, and makes makeup slip off without having to apply pressure on the cotton pad. A little goes a long way. Cuts through heavy duty mascara, liner, shadow, you name it (I've used it on stubborn lip stains). You will have to wipe/clean the oil off your lids and lashes if you want to reapply makeup after using this. If you DO need to reapply after using remover, you should consider a water-based makeup remover that will evaporate so you don't have to worry about oil residue causing your makeup to slip off. Usually I remove my makeup at the end of the day before bathing and don't reapply makeup until the next day, so the oil doesn't bother me. Will repurchase.",5.0,Does what it claims.,1308441600,"06 19, 2011"
A12EYBCZGO4WV7,B000052WYL,Alice Wen,"[0, 0]","Very good makeup remover, I'd like to use it, not too greasy, but after using the cleansing is very clean.",5.0,GOOD GOOD GOOD&#65281;,1373500800,"07 11, 2013"
AMURMVZ03LPQA,B000052WYL,Amazon Customer,"[0, 1]",It doesn't bother my eyes like other products and it feels good when applying. Good buy. Would recommend to others.,5.0,Really like it,1378512000,"09 7, 2013"
AHP55PFHJL0H8,B000052WYL,Barbara A. Talley,"[0, 0]","This is the best mascara remover I've ever used. It is easy to use, takes off all eye makeup including waterproof mascara and does not burn my eyes.",5.0,Wouldn't be without it.,1401494400,"05 31, 2014"
A1FD1Y4AJ8ZMW4,B000052WYL,Corrin O.,"[2, 2]",Not my favorite eye makeup remover.... It is a bit oily and I was still left with raccoon eyes after using it. I will not purchase this kind again,2.0,I did not like this one...,1384387200,"11 14, 2013"
AL084VOAU6E3C,B000052WYL,Debbie G.,"[0, 0]",this gets off those fiber water proof mascaras that you would typically need sand paper to take off.  I put it on before I wash my face and it comes right off.  I don't use tissue or cotton to wipe it off because I feel like it will take a lash with it.  But that's just me.,5.0,work really well.,1358294400,"01 16, 2013"
